gemeratopm, max, min, mean, standev;;;;
0;0;0;0;0
1;2;2;2;0
2;2;2;2;0
3;0;0;0;0
4;7;7;7;0
5;6;6;6;0
6;2;2;2;0
7;0;0;0;0
8;4;4;4;0
9;0;0;0;0
10;2;2;2;0
11;2;2;2;0
12;2;2;2;0
13;0;0;0;0
14;0;0;0;0
15;2;2;2;0
16;2;2;2;0
17;0;0;0;0
18;0;0;0;0
19;0;0;0;0
