gemeratopm, max, min, mean, standev
1, 0.133333, 0.000000, 0.024437, 0.026362
2, 0.133333, 0.000000, 0.046948, 0.024126
3, 0.133333, 0.000000, 0.056000, 0.035834
4, 0.133333, 0.000000, 0.063833, 0.038428
5, 0.133333, 0.000000, 0.070519, 0.043445
6, 0.133333, 0.000000, 0.082370, 0.045879
7, 0.133333, 0.000000, 0.093037, 0.047009
8, 0.133333, 0.000000, 0.109926, 0.042678
9, 0.133333, 0.000000, 0.112296, 0.041417
10, 0.177778, 0.000000, 0.116216, 0.038975
11, 0.133333, 0.000000, 0.111559, 0.041209
12, 0.133333, 0.000000, 0.110222, 0.044807
13, 0.177778, 0.000000, 0.109926, 0.045968
14, 0.177778, 0.000000, 0.116895, 0.038715
15, 0.177778, 0.000000, 0.120507, 0.037003
16, 0.133333, 0.000000, 0.112296, 0.040116
17, 0.133333, 0.000000, 0.114541, 0.036599
18, 0.177778, 0.000000, 0.116553, 0.038630
19, 0.133333, 0.000000, 0.120209, 0.033683
20, 0.133333, 0.000000, 0.116148, 0.034073
21, 0.133333, 0.000000, 0.113647, 0.037393
22, 0.177778, 0.000000, 0.108980, 0.044008
23, 0.177778, 0.000000, 0.118314, 0.035993
24, 0.177778, 0.000000, 0.116629, 0.039845
25, 0.177778, 0.000000, 0.109926, 0.045968
26, 0.177778, 0.000000, 0.113379, 0.041348
27, 0.200000, 0.000000, 0.115884, 0.040233
28, 0.200000, 0.000000, 0.117630, 0.054284
29, 0.244444, 0.000000, 0.128228, 0.053818
30, 0.200000, 0.000000, 0.132132, 0.060110
31, 0.200000, 0.000000, 0.141238, 0.060807
32, 0.200000, 0.000000, 0.149630, 0.057666
33, 0.200000, 0.000000, 0.148348, 0.058434
34, 0.200000, 0.000000, 0.153617, 0.060745
35, 0.200000, 0.000000, 0.155111, 0.062931
36, 0.244444, 0.000000, 0.151802, 0.070004
37, 0.200000, 0.000000, 0.163964, 0.064406
38, 0.200000, 0.000000, 0.160741, 0.067306
39, 0.244444, 0.000000, 0.173212, 0.060249
40, 0.200000, 0.000000, 0.166358, 0.065067
41, 0.200000, 0.000000, 0.171066, 0.060346
42, 0.200000, 0.000000, 0.163111, 0.068304
43, 0.200000, 0.000000, 0.159335, 0.068141
44, 0.244444, 0.000000, 0.168978, 0.064727
45, 0.200000, 0.000000, 0.165926, 0.066376
46, 0.200000, 0.000000, 0.161862, 0.067495
47, 0.200000, 0.000000, 0.174074, 0.058564
48, 0.200000, 0.000000, 0.162074, 0.070015
49, 0.200000, 0.000000, 0.166741, 0.066397
50, 0.200000, 0.000000, 0.173148, 0.056785
51, 0.200000, 0.000000, 0.168593, 0.063702
52, 0.222222, 0.000000, 0.146963, 0.079512
53, 0.244444, 0.000000, 0.168084, 0.066482
54, 0.244444, 0.000000, 0.162222, 0.068687
55, 0.200000, 0.000000, 0.173243, 0.059987
56, 0.200000, 0.000000, 0.160218, 0.072411
57, 0.200000, 0.000000, 0.166741, 0.066246
58, 0.200000, 0.000000, 0.158074, 0.072572
59, 0.200000, 0.000000, 0.159459, 0.069054
60, 0.244444, 0.000000, 0.165996, 0.067292
61, 0.222222, 0.000000, 0.162667, 0.070992
62, 0.200000, 0.000000, 0.163814, 0.067805
63, 0.222222, 0.000000, 0.166130, 0.065947
64, 0.200000, 0.000000, 0.160776, 0.070291
65, 0.244444, 0.000000, 0.161926, 0.068811
66, 0.200000, 0.000000, 0.163318, 0.069864
67, 0.200000, 0.000000, 0.162267, 0.068186
68, 0.200000, 0.000000, 0.163407, 0.070232
69, 0.200000, 0.000000, 0.172222, 0.058300
70, 0.200000, 0.000000, 0.166512, 0.062578
71, 0.244444, 0.000000, 0.165185, 0.067747
72, 0.200000, 0.000000, 0.167259, 0.063049
73, 0.200000, 0.000000, 0.159459, 0.070355
74, 0.200000, 0.000000, 0.165996, 0.068130
75, 0.200000, 0.000000, 0.163407, 0.068415
76, 0.222222, 0.000000, 0.163623, 0.068051
77, 0.200000, 0.000000, 0.155406, 0.078758
78, 0.200000, 0.000000, 0.153333, 0.075885
79, 0.200000, 0.000000, 0.169037, 0.064617
80, 0.244444, 0.000000, 0.157630, 0.074900
81, 0.200000, 0.000000, 0.164865, 0.065933
82, 0.200000, 0.000000, 0.162963, 0.068004
83, 0.200000, 0.000000, 0.167556, 0.061770
84, 0.222222, 0.000000, 0.157088, 0.074520
85, 0.200000, 0.000000, 0.159852, 0.067810
86, 0.200000, 0.000000, 0.165630, 0.062143
87, 0.200000, 0.000000, 0.170420, 0.063035
88, 0.244444, 0.000000, 0.151903, 0.076181
89, 0.244444, 0.000000, 0.162267, 0.070968
90, 0.244444, 0.000000, 0.174074, 0.059574
91, 0.244444, 0.000000, 0.164021, 0.070481
92, 0.244444, 0.000000, 0.168444, 0.064482
93, 0.222222, 0.000000, 0.165630, 0.068000
94, 0.244444, 0.000000, 0.166667, 0.063519
95, 0.200000, 0.000000, 0.170015, 0.062342
96, 0.200000, 0.000000, 0.162667, 0.068182
97, 0.200000, 0.000000, 0.159259, 0.072108
98, 0.200000, 0.000000, 0.163363, 0.067586
99, 0.244444, 0.000000, 0.171812, 0.060947
100, 0.200000, 0.000000, 0.167704, 0.066969
