gemeratopm, max, min, mean, standev;;;;
0;9;9;9;0
1;13;13;13;0
2;12;12;12;0
3;15;15;15;0
4;12;12;12;0
5;11;11;11;0
6;9;9;9;0
7;11;11;11;0
8;13;13;13;0
9;12;12;12;0
10;13;13;13;0
11;13;13;13;0
12;8;8;8;0
13;11;11;11;0
14;14;14;14;0
15;14;14;14;0
16;13;13;13;0
17;14;14;14;0
18;11;11;11;0
19;13;13;13;0
