gemeratopm, max, min, mean, standev
1, 1.333333, 0.000000, 0.438356, 0.329887
2, 1.000000, 0.000000, 0.691111, 0.345627
3, 1.000000, 0.000000, 0.691111, 0.332430
4, 1.000000, 0.000000, 0.686667, 0.354433
5, 1.000000, 0.000000, 0.659955, 0.347600
6, 1.000000, 0.000000, 0.680000, 0.345159
7, 1.000000, 0.000000, 0.653333, 0.338616
8, 1.000000, 0.000000, 0.697987, 0.331849
9, 1.000000, 0.000000, 0.666667, 0.347571
10, 1.000000, 0.000000, 0.684444, 0.349254
11, 1.000000, 0.000000, 0.706667, 0.334272
12, 1.000000, 0.000000, 0.680000, 0.355798
13, 1.000000, 0.000000, 0.682222, 0.348292
14, 1.000000, 0.000000, 0.673333, 0.357032
15, 1.000000, 0.000000, 0.655556, 0.350597
16, 1.000000, 0.000000, 0.706935, 0.337614
17, 1.000000, 0.000000, 0.697987, 0.340778
18, 1.000000, 0.000000, 0.689038, 0.345856
19, 1.000000, 0.000000, 0.715884, 0.336418
20, 1.000000, 0.000000, 0.709172, 0.345039
21, 1.333333, 0.000000, 0.697778, 0.337439
22, 1.000000, 0.000000, 0.728889, 0.333080
23, 1.000000, 0.000000, 0.742222, 0.334777
24, 1.333333, 0.333333, 0.740000, 0.327397
25, 1.333333, 0.000000, 0.760000, 0.341336
26, 1.333333, 0.000000, 0.784444, 0.325722
27, 1.333333, 0.000000, 0.773333, 0.332930
28, 1.333333, 0.000000, 0.764444, 0.337881
29, 1.333333, 0.000000, 0.791111, 0.331194
30, 1.333333, 0.000000, 0.800000, 0.323109
31, 1.333333, 0.000000, 0.751678, 0.353350
32, 1.333333, 0.000000, 0.802222, 0.323332
33, 1.333333, 0.000000, 0.757778, 0.345195
34, 1.333333, 0.000000, 0.751111, 0.350107
35, 1.333333, 0.000000, 0.753333, 0.348492
36, 1.333333, 0.000000, 0.755556, 0.355350
37, 1.333333, 0.000000, 0.788889, 0.344157
38, 1.333333, 0.000000, 0.773333, 0.337380
39, 1.333333, 0.000000, 0.773333, 0.328420
40, 1.333333, 0.000000, 0.791111, 0.328934
41, 1.000000, 0.000000, 0.797778, 0.313496
42, 1.000000, 0.000000, 0.786667, 0.321443
43, 1.000000, 0.000000, 0.755556, 0.340344
44, 1.333333, 0.000000, 0.788889, 0.337594
45, 1.333333, 0.000000, 0.802222, 0.311587
46, 1.333333, 0.000000, 0.806667, 0.314383
47, 1.333333, 0.000000, 0.800000, 0.313742
48, 1.333333, 0.000000, 0.808889, 0.309787
49, 1.333333, 0.000000, 0.771111, 0.341372
50, 1.333333, 0.000000, 0.793333, 0.322347
51, 1.000000, 0.000000, 0.786667, 0.326050
52, 1.333333, 0.000000, 0.786667, 0.332841
53, 1.000000, 0.000000, 0.760626, 0.340201
54, 1.000000, 0.000000, 0.826667, 0.303399
55, 1.000000, 0.000000, 0.823266, 0.308919
56, 1.000000, 0.000000, 0.813333, 0.307694
57, 1.000000, 0.000000, 0.802222, 0.306764
58, 1.000000, 0.000000, 0.815556, 0.307831
59, 1.000000, 0.000000, 0.821029, 0.301457
60, 1.333333, 0.000000, 0.797778, 0.322871
61, 1.333333, 0.000000, 0.803132, 0.324230
62, 1.000000, 0.000000, 0.795556, 0.320297
63, 1.000000, 0.000000, 0.797778, 0.315866
64, 1.000000, 0.000000, 0.782998, 0.326337
65, 1.000000, 0.000000, 0.773333, 0.316864
66, 1.000000, 0.000000, 0.760000, 0.330232
67, 1.000000, 0.000000, 0.768889, 0.318335
68, 1.000000, 0.000000, 0.786667, 0.316770
69, 1.000000, 0.000000, 0.782222, 0.318429
70, 1.000000, 0.333333, 0.786667, 0.309627
71, 1.000000, 0.000000, 0.757778, 0.327458
72, 1.000000, 0.000000, 0.777778, 0.322339
73, 1.000000, 0.000000, 0.784444, 0.321111
74, 1.000000, 0.000000, 0.768889, 0.327571
75, 1.000000, 0.000000, 0.811111, 0.312352
76, 1.000000, 0.000000, 0.815556, 0.310244
77, 1.333333, 0.000000, 0.795556, 0.317960
78, 1.000000, 0.000000, 0.800895, 0.309799
79, 1.000000, 0.000000, 0.768889, 0.325287
80, 1.000000, 0.333333, 0.811111, 0.297683
81, 1.000000, 0.000000, 0.795556, 0.315606
82, 1.000000, 0.333333, 0.806667, 0.299814
83, 1.000000, 0.000000, 0.825503, 0.294045
84, 1.000000, 0.000000, 0.800000, 0.316110
85, 1.000000, 0.000000, 0.811111, 0.309956
86, 1.000000, 0.000000, 0.805369, 0.312648
87, 1.000000, 0.000000, 0.817778, 0.307952
88, 1.000000, 0.000000, 0.806667, 0.304747
89, 1.000000, 0.000000, 0.826667, 0.298442
90, 1.000000, 0.000000, 0.824444, 0.295874
91, 1.000000, 0.000000, 0.806667, 0.312002
92, 1.000000, 0.000000, 0.811111, 0.309956
93, 1.000000, 0.000000, 0.819820, 0.304609
94, 1.000000, 0.000000, 0.835556, 0.298509
95, 1.000000, 0.333333, 0.832215, 0.288998
96, 1.000000, 0.000000, 0.820000, 0.298217
97, 1.000000, 0.000000, 0.818792, 0.306298
98, 1.000000, 0.000000, 0.815556, 0.305399
99, 1.333333, 0.000000, 0.802222, 0.334665
100, 1.000000, 0.000000, 0.791111, 0.326660
