gemeratopm, max, min, mean, standev
1, 6463.000000, 1684.000000, 3134.962069, 578.521169
2, 3974.000000, 1893.000000, 3074.646667, 342.463561
3, 4362.000000, 1674.000000, 3083.220000, 334.199793
4, 4258.000000, 1864.000000, 3095.333333, 384.431362
5, 3822.000000, 2000.000000, 3086.946667, 324.983857
6, 4477.000000, 1677.000000, 3080.852349, 393.178994
7, 3931.000000, 1930.000000, 3113.940000, 354.713141
8, 4257.000000, 1887.000000, 3095.879195, 367.947905
9, 4482.000000, 1630.000000, 3113.386667, 427.058156
10, 4696.000000, 2509.000000, 3341.466667, 425.472460
11, 5242.000000, 2030.000000, 3216.300000, 506.985323
12, 4058.000000, 1859.000000, 3105.586667, 408.348436
13, 4144.000000, 1931.000000, 3084.326667, 379.034706
14, 4026.000000, 1685.000000, 3124.700000, 377.647073
15, 4540.000000, 1827.000000, 3076.053691, 433.901078
16, 4110.000000, 1549.000000, 3086.733333, 387.561966
17, 4218.000000, 1835.000000, 3094.553333, 401.214541
18, 4494.000000, 1858.000000, 3110.766667, 379.501393
19, 4292.000000, 1800.000000, 3089.373333, 422.022178
20, 3870.000000, 1739.000000, 3098.720000, 387.134753
21, 4019.000000, 1516.000000, 3119.320000, 423.417818
22, 4045.000000, 1941.000000, 3111.013333, 375.773600
23, 4454.000000, 1651.000000, 3111.106667, 436.405915
24, 4227.000000, 1573.000000, 3130.620000, 406.761752
25, 5039.000000, 1767.000000, 3228.906040, 442.143143
26, 5633.000000, 1867.000000, 3288.246667, 608.962215
27, 4246.000000, 1830.000000, 3092.373333, 374.606488
28, 4455.000000, 1848.000000, 3142.873333, 362.324788
29, 3899.000000, 1890.000000, 3125.513333, 373.668172
30, 4046.000000, 1926.000000, 3135.093333, 374.232016
31, 4259.000000, 2193.000000, 3156.740000, 376.726280
32, 4182.000000, 1831.000000, 3152.946667, 383.344253
33, 4197.000000, 1805.000000, 3127.753333, 405.925026
34, 4398.000000, 1451.000000, 3144.366667, 394.084231
35, 4250.000000, 2027.000000, 3148.711409, 361.482389
36, 4132.000000, 1872.000000, 3155.640000, 389.868198
37, 4261.000000, 2466.000000, 3162.033333, 368.491636
38, 4563.000000, 1950.000000, 3137.360000, 425.020999
39, 4112.000000, 1882.000000, 3012.373333, 407.880881
40, 4273.000000, 1965.000000, 3044.646667, 355.874915
41, 5157.000000, 2078.000000, 3285.740000, 586.509026
42, 3748.000000, 1791.000000, 2972.766667, 332.013653
43, 3794.000000, 1642.000000, 2989.380000, 321.240938
44, 4016.000000, 1863.000000, 2975.173333, 341.896502
45, 4263.000000, 2028.000000, 2991.626667, 346.349971
46, 4401.000000, 1564.000000, 3000.806667, 384.316926
47, 4346.000000, 1807.000000, 2989.106667, 354.182965
48, 4449.000000, 1840.000000, 2996.953333, 342.932954
49, 4374.000000, 1579.000000, 2990.706667, 357.354590
50, 4317.000000, 1725.000000, 2977.953333, 340.685754
51, 3726.000000, 1785.000000, 2989.360000, 325.963256
52, 4320.000000, 1835.000000, 2960.113333, 391.663747
53, 4039.000000, 1945.000000, 2988.493333, 320.869367
54, 4092.000000, 1957.000000, 2998.746667, 356.044341
55, 4011.000000, 1911.000000, 2969.546667, 342.786442
56, 4312.000000, 1856.000000, 3067.013333, 398.160552
57, 4996.000000, 1842.000000, 3155.460000, 512.373325
58, 4544.000000, 1576.000000, 2952.286667, 398.283588
59, 3904.000000, 1901.000000, 2965.060000, 327.714523
60, 3824.000000, 1605.000000, 2956.313333, 314.326619
61, 3940.000000, 1501.000000, 2923.606667, 355.839416
62, 3828.000000, 1861.000000, 2973.446667, 333.703271
63, 4100.000000, 1508.000000, 2986.953333, 372.932157
