gemeratopm, max, min, mean, standev
1, 1.000000, 0.000000, 0.176337, 0.214578
2, 1.000000, 0.000000, 0.317778, 0.201917
3, 1.000000, 0.000000, 0.380000, 0.299216
4, 1.000000, 0.000000, 0.384444, 0.295975
5, 1.000000, 0.000000, 0.484444, 0.322154
6, 1.000000, 0.000000, 0.520270, 0.332712
7, 1.000000, 0.000000, 0.527964, 0.331302
8, 1.000000, 0.000000, 0.533784, 0.331605
9, 1.333333, 0.000000, 0.543624, 0.325006
10, 1.000000, 0.000000, 0.503401, 0.317830
11, 1.000000, 0.000000, 0.500000, 0.324136
12, 1.000000, 0.000000, 0.506757, 0.326389
13, 1.000000, 0.000000, 0.507937, 0.331808
14, 1.000000, 0.000000, 0.507937, 0.324854
15, 1.333333, 0.000000, 0.526077, 0.328562
16, 1.666667, 0.000000, 0.525727, 0.342621
17, 1.666667, 0.000000, 0.545861, 0.347048
18, 1.666667, 0.000000, 0.556306, 0.373718
19, 1.666667, 0.000000, 0.543624, 0.366275
20, 1.666667, 0.000000, 0.586130, 0.382914
21, 1.666667, 0.000000, 0.614865, 0.409104
22, 1.666667, 0.000000, 0.604027, 0.421582
23, 1.666667, 0.000000, 0.604444, 0.447691
24, 1.666667, 0.000000, 0.624444, 0.444196
25, 1.666667, 0.000000, 0.582222, 0.409045
26, 1.666667, 0.000000, 0.602222, 0.480332
27, 1.666667, 0.000000, 0.546667, 0.411034
28, 1.666667, 0.000000, 0.608889, 0.448291
29, 1.666667, 0.000000, 0.646667, 0.468596
30, 1.666667, 0.000000, 0.660000, 0.493764
31, 1.666667, 0.000000, 0.644444, 0.474034
32, 1.666667, 0.000000, 0.615556, 0.472568
33, 1.666667, 0.000000, 0.591111, 0.437174
34, 1.666667, 0.000000, 0.682222, 0.489009
35, 1.666667, 0.000000, 0.677778, 0.473640
36, 1.666667, 0.000000, 0.640000, 0.407828
37, 1.666667, 0.000000, 0.617778, 0.462440
38, 1.666667, 0.000000, 0.662222, 0.426537
39, 1.666667, 0.000000, 0.606264, 0.428093
40, 1.666667, 0.000000, 0.604027, 0.408927
41, 1.666667, 0.000000, 0.671111, 0.474537
42, 1.666667, 0.000000, 0.717778, 0.446607
43, 1.666667, 0.000000, 0.686667, 0.455687
44, 1.666667, 0.000000, 0.682222, 0.449271
45, 1.666667, 0.000000, 0.680089, 0.436474
46, 1.666667, 0.000000, 0.640000, 0.418655
47, 1.666667, 0.000000, 0.644444, 0.427724
48, 1.666667, 0.000000, 0.639821, 0.411028
49, 1.666667, 0.000000, 0.639821, 0.403656
50, 1.666667, 0.000000, 0.613333, 0.399627
51, 1.666667, 0.000000, 0.595556, 0.385391
52, 1.666667, 0.000000, 0.626667, 0.384099
53, 1.666667, 0.000000, 0.671111, 0.415915
54, 1.666667, 0.000000, 0.686667, 0.382757
55, 1.666667, 0.000000, 0.635347, 0.414349
56, 1.666667, 0.000000, 0.584444, 0.389911
57, 1.666667, 0.000000, 0.639821, 0.428905
58, 1.666667, 0.000000, 0.640000, 0.396705
59, 1.666667, 0.000000, 0.615556, 0.371900
60, 1.666667, 0.000000, 0.622222, 0.375750
61, 1.666667, 0.000000, 0.624444, 0.390599
62, 1.666667, 0.000000, 0.575556, 0.385990
63, 1.666667, 0.000000, 0.602222, 0.389452
64, 1.666667, 0.000000, 0.610738, 0.382427
65, 1.666667, 0.000000, 0.586130, 0.364842
66, 1.666667, 0.000000, 0.560000, 0.375062
67, 1.666667, 0.000000, 0.575556, 0.362065
68, 1.666667, 0.000000, 0.562222, 0.368678
69, 1.666667, 0.000000, 0.566667, 0.377894
70, 1.666667, 0.000000, 0.571111, 0.369082
71, 1.666667, 0.000000, 0.540000, 0.359530
72, 1.666667, 0.000000, 0.568889, 0.357192
73, 1.666667, 0.000000, 0.574944, 0.348439
74, 1.666667, 0.000000, 0.547297, 0.366822
75, 1.666667, 0.000000, 0.545861, 0.376116
76, 1.666667, 0.000000, 0.564444, 0.374319
77, 1.666667, 0.000000, 0.563758, 0.365353
78, 1.666667, 0.000000, 0.561521, 0.383768
79, 1.666667, 0.000000, 0.615556, 0.387609
80, 1.666667, 0.000000, 0.615556, 0.404554
81, 1.666667, 0.000000, 0.584444, 0.370293
82, 1.666667, 0.000000, 0.564444, 0.376305
83, 1.666667, 0.000000, 0.566667, 0.369916
84, 1.666667, 0.000000, 0.571111, 0.356754
85, 1.666667, 0.000000, 0.560000, 0.371064
86, 1.666667, 0.000000, 0.555556, 0.365693
87, 1.666667, 0.000000, 0.548889, 0.370695
88, 1.666667, 0.000000, 0.586667, 0.373787
89, 1.666667, 0.000000, 0.581655, 0.379968
90, 1.666667, 0.000000, 0.564444, 0.358026
91, 1.666667, 0.000000, 0.575556, 0.353731
92, 1.666667, 0.000000, 0.560000, 0.362936
93, 1.666667, 0.000000, 0.557778, 0.357088
94, 1.666667, 0.000000, 0.588889, 0.348463
95, 1.666667, 0.000000, 0.591111, 0.352146
96, 1.666667, 0.000000, 0.602222, 0.349062
97, 1.666667, 0.000000, 0.572707, 0.353193
98, 1.666667, 0.000000, 0.583333, 0.347489
99, 1.666667, 0.000000, 0.561521, 0.351076
100, 1.666667, 0.000000, 0.546667, 0.356635
