gemeratopm, max, min, mean, standev;;;;
0;15;15;15;0
1;14;14;14;0
2;10;10;10;0
3;12;12;12;0
4;13;13;13;0
5;11;11;11;0
6;13;13;13;0
7;11;11;11;0
8;14;14;14;0
9;13;13;13;0
10;9;9;9;0
11;12;12;12;0
12;15;15;15;0
13;11;11;11;0
14;13;13;13;0
15;12;12;12;0
16;13;13;13;0
17;9;9;9;0
18;14;14;14;0
19;11;11;11;0
